ranking,hr_process_name,hr_system_name,region,hr_contact_channel,total_cases,automation_score,automation_priority,recommended_solution,estimated_operational_hours_saved
768,HR Platform Bug Report,Payroll Payment Gateway,North America,Phone,69,52.84,Media,Automatización parcial con alertas SLA,191.82
769,HRIS Login Issue,Benefits Administration System,Africa,Employee Self-Service Portal,68,52.82,Media,Automatización parcial,209.58
770,Employee Data Update,Benefits Administration System,North America,Employee Self-Service Portal,72,52.8,Media,Automatización parcial con alertas SLA,206.21
771,HR System Enhancement Request,HR Case Management Platform,Africa,Internal Collaboration Tool,77,52.79,Media,Automatización parcial,232.08
772,Payroll Support Request,Benefits Portal,Europe,Email,70,52.78,Media,Automatización parcial,200.62
773,HR System Enhancement Request,Payroll Payment Gateway,South America,Email,68,52.78,Media,Automatización parcial con alertas SLA,200.6
774,Benefits Reimbursement Request,Benefits Portal,Asia,Email,64,52.78,Media,Automatización parcial con alertas SLA,178.3
775,HRIS Login Issue,Benefits Portal,Europe,Employee Self-Service Portal,74,52.77,Media,Automatización parcial,226.44
776,HR System Performance Issue,Employee Mobile App,Africa,Employee Self-Service Portal,80,52.77,Media,Automatización parcial con alertas SLA,220.64
777,Payroll Support Request,Employee Self-Service Portal,South America,Internal Collaboration Tool,66,52.77,Media,Automatización parcial con alertas SLA,198.92
778,HR System Enhancement Request,Employee Self-Service Portal,South America,Internal Collaboration Tool,78,52.76,Media,Automatización parcial con alertas SLA,222.3
779,Compliance & Access Security Review,HR Case Management Platform,Africa,Internal Collaboration Tool,69,52.76,Media,Automatización parcial con alertas SLA,205.62
780,Benefits Cancellation Request,Benefits Portal,Asia,Phone,71,52.76,Media,Automatización parcial con alertas SLA,200.65
781,HR System Enhancement Request,Payroll Payment Gateway,Africa,Employee Self-Service Portal,64,52.76,Media,Automatización parcial,195.84
782,HRIS Access Suspension,Benefits Administration System,Africa,Employee Self-Service Portal,61,52.76,Media,Automatización parcial con alertas SLA,152.01
783,HR System Performance Issue,Employee Mobile App,South America,Phone,71,52.74,Media,Automatización parcial con alertas SLA,208.03
784,HR System Enhancement Request,People Analytics Dashboard,South America,Internal Collaboration Tool,80,52.73,Media,Automatización parcial,239.04
785,Compliance & Access Security Review,Payroll Payment Gateway,Asia,Email,72,52.73,Media,Automatización parcial con alertas SLA,225.22
786,HRIS Login Issue,HR Case Management Platform,North America,Email,78,52.73,Media,Automatización parcial,217.31
787,HRIS Access Suspension,Benefits Portal,Europe,Email,82,52.72,Media,Automatización parcial con alertas SLA,244.03
788,Employee Data Update,Benefits Portal,South America,HR Chat / Virtual Assistant,62,52.72,Media,Automatización parcial con alertas SLA,181.41
789,HRIS Login Issue,Employee Self-Service Portal,Asia,HR Chat / Virtual Assistant,63,52.72,Media,Automatización parcial con alertas SLA,171.36
790,HRIS Login Issue,Payroll Payment Gateway,Australia,Email,72,52.7,Media,Automatización parcial,204.62
791,HR System Performance Issue,Payroll Payment Gateway,Australia,Phone,69,52.68,Media,Automatización parcial con alertas SLA,208.52
792,HR Platform Bug Report,HRIS Integration API,Australia,HR Chat / Virtual Assistant,66,52.68,Media,Rediseño del proceso antes de automatizar,175.96
793,Payroll Support Request,HR Case Management Platform,Africa,Internal Collaboration Tool,73,52.67,Media,Automatización parcial con alertas SLA,220.17
794,HRIS Access Suspension,HR Document Management System,Asia,Phone,64,52.67,Media,Automatización parcial con alertas SLA,192.64
795,HR System Enhancement Request,Benefits Portal,Australia,Employee Self-Service Portal,61,52.66,Media,Automatización parcial,206.18
796,Benefits Reimbursement Request,HR Case Management Platform,Asia,Internal Collaboration Tool,65,52.66,Media,Automatización parcial con alertas SLA,191.62
797,HR System Performance Issue,Benefits Portal,North America,Email,60,52.66,Media,Automatización parcial con alertas SLA,187.68
798,HR System Enhancement Request,Payroll Payment Gateway,Europe,Employee Self-Service Portal,73,52.63,Media,Automatización parcial con alertas SLA,230.83
799,HRIS Access Suspension,Employee Mobile App,South America,Email,57,52.63,Media,Automatización parcial con alertas SLA,189.13
800,Benefits Cancellation Request,Benefits Administration System,North America,Email,84,52.62,Media,Automatización parcial,227.14
801,Compliance & Access Security Review,Benefits Portal,Asia,Internal Collaboration Tool,73,52.62,Media,Automatización parcial,209.51
802,HR System Performance Issue,Benefits Portal,Asia,Internal Collaboration Tool,84,52.61,Media,Automatización parcial con alertas SLA,248.81
803,Payroll Support Request,Benefits Portal,South America,Internal Collaboration Tool,68,52.61,Media,Automatización parcial,209.85
804,HRIS Login Issue,Employee Mobile App,South America,Phone,81,52.6,Media,Automatización parcial con alertas SLA,238.46
805,HRIS Login Issue,Payroll Payment Gateway,Asia,HR Chat / Virtual Assistant,60,52.6,Media,Automatización parcial con alertas SLA,204.96
806,HR System Enhancement Request,Benefits Administration System,Africa,Internal Collaboration Tool,62,52.6,Media,Rediseño del proceso antes de automatizar,168.27
807,Payroll Support Request,HRIS Integration API,North America,Email,72,52.59,Media,Rediseño del proceso antes de automatizar,217.44
808,Employee Data Update,People Analytics Dashboard,Europe,Employee Self-Service Portal,79,52.58,Media,Automatización parcial,252.01
809,Benefits Cancellation Request,HR Case Management Platform,South America,Internal Collaboration Tool,71,52.58,Media,Automatización parcial con alertas SLA,216.98
810,HRIS Login Issue,Employee Mobile App,Africa,Employee Self-Service Portal,77,52.58,Media,Rediseño del proceso antes de automatizar,213.29
811,HR System Enhancement Request,HR Document Management System,Europe,HR Chat / Virtual Assistant,67,52.58,Media,Automatización parcial,207.97
812,Payroll Support Request,HR Case Management Platform,North America,Phone,76,52.57,Media,Automatización parcial,249.74
813,HR System Enhancement Request,Employee Self-Service Portal,South America,Email,59,52.57,Media,Automatización parcial con alertas SLA,199.07
814,Compliance & Access Security Review,HR Case Management Platform,North America,HR Chat / Virtual Assistant,76,52.56,Media,Automatización parcial con alertas SLA,211.28
815,Compliance & Access Security Review,Payroll System,Europe,Phone,64,52.55,Media,Automatización parcial con alertas SLA,190.08
816,Payroll Support Request,Benefits Administration System,Africa,Employee Self-Service Portal,58,52.55,Media,Automatización parcial con alertas SLA,181.42
817,HR System Enhancement Request,Payroll System,South America,Employee Self-Service Portal,79,52.54,Media,Automatización parcial,235.1
818,Compliance & Access Security Review,Benefits Administration System,Africa,Internal Collaboration Tool,74,52.54,Media,Automatización parcial,228.66
819,Benefits Reimbursement Request,HRIS Integration API,Australia,HR Chat / Virtual Assistant,61,52.54,Media,Automatización parcial,190.81
820,HR Platform Bug Report,Employee Mobile App,North America,Email,68,52.54,Media,Automatización parcial con alertas SLA,186.46
821,Benefits Cancellation Request,HRIS Integration API,Europe,Internal Collaboration Tool,51,52.54,Media,Rediseño del proceso antes de automatizar,149.84
822,HR System Performance Issue,Employee Self-Service Portal,South America,Email,82,52.53,Media,Automatización parcial,228.45
823,Payroll Support Request,Employee Self-Service Portal,Australia,Internal Collaboration Tool,73,52.53,Media,Automatización parcial,211.7
824,HR Platform Bug Report,Benefits Administration System,Europe,Employee Self-Service Portal,64,52.53,Media,Automatización parcial con alertas SLA,203.14
825,Benefits Reimbursement Request,Payroll Payment Gateway,Africa,Employee Self-Service Portal,68,52.53,Media,Automatización parcial,177.21
826,HRIS Login Issue,Benefits Portal,Australia,Phone,59,52.52,Media,Automatización parcial,186.56
827,Employee Data Update,People Analytics Dashboard,South America,Internal Collaboration Tool,73,52.51,Media,Automatización parcial con alertas SLA,201.04
828,HRIS Access Suspension,Employee Self-Service Portal,South America,Employee Self-Service Portal,84,52.49,Media,Automatización parcial con alertas SLA,223.44
829,Benefits Cancellation Request,Employee Self-Service Portal,Europe,Internal Collaboration Tool,67,52.49,Media,Automatización parcial con alertas SLA,221.1
830,Benefits Cancellation Request,People Analytics Dashboard,Australia,Internal Collaboration Tool,66,52.49,Media,Automatización parcial con alertas SLA,207.37
831,HR System Performance Issue,Payroll System,Europe,Internal Collaboration Tool,69,52.49,Media,Automatización parcial con alertas SLA,186.16
832,HR Platform Bug Report,Payroll System,Australia,Email,68,52.48,Media,Automatización parcial con alertas SLA,200.33
833,Benefits Cancellation Request,Benefits Administration System,South America,Phone,62,52.47,Media,Automatización parcial,213.28
834,HRIS Login Issue,Payroll Payment Gateway,Africa,Internal Collaboration Tool,63,52.46,Media,Automatización parcial con alertas SLA,199.84
835,Compliance & Access Security Review,Employee Self-Service Portal,Asia,Phone,63,52.46,Media,Automatización parcial con alertas SLA,191.14
836,Payroll Support Request,Payroll Payment Gateway,Asia,Phone,78,52.45,Media,Automatización parcial,237.74
837,HR System Enhancement Request,HRIS Integration API,Australia,Email,62,52.45,Media,Automatización parcial con alertas SLA,209.06
838,HR Platform Bug Report,Employee Mobile App,South America,Employee Self-Service Portal,76,52.44,Media,Automatización parcial con alertas SLA,219.03
839,HR Platform Bug Report,HRIS Integration API,Asia,Employee Self-Service Portal,76,52.43,Media,Automatización parcial,245.33
840,HR System Enhancement Request,Payroll Payment Gateway,Europe,Phone,62,52.43,Media,Automatización parcial con alertas SLA,200.51
841,Compliance & Access Security Review,Employee Mobile App,Europe,Employee Self-Service Portal,63,52.42,Media,Automatización parcial,183.33
842,HR Platform Bug Report,Employee Mobile App,Africa,Internal Collaboration Tool,75,52.41,Media,Automatización parcial con alertas SLA,201.0
843,HR System Performance Issue,Employee Self-Service Portal,Europe,Employee Self-Service Portal,61,52.4,Media,Automatización parcial con alertas SLA,172.26
844,HR System Enhancement Request,HR Document Management System,North America,HR Chat / Virtual Assistant,90,52.39,Media,Automatización parcial,261.9
845,HRIS Login Issue,Benefits Portal,North America,Phone,67,52.39,Media,Automatización parcial,197.65
846,HR System Enhancement Request,Employee Mobile App,North America,HR Chat / Virtual Assistant,61,52.39,Media,Rediseño del proceso antes de automatizar,169.09
847,HRIS Login Issue,Employee Self-Service Portal,North America,Email,79,52.38,Media,Automatización parcial con alertas SLA,223.73
848,Employee Data Update,Payroll System,Africa,Phone,78,52.38,Media,Automatización parcial,222.77
849,HR System Performance Issue,Payroll Payment Gateway,Europe,Employee Self-Service Portal,71,52.38,Media,Automatización parcial con alertas SLA,196.39
850,HR System Performance Issue,HR Case Management Platform,Australia,Internal Collaboration Tool,70,52.37,Media,Automatización parcial,216.86
851,HRIS Access Suspension,Payroll Payment Gateway,Australia,Phone,72,52.37,Media,Automatización parcial con alertas SLA,195.84
852,HR System Enhancement Request,Employee Mobile App,Africa,Phone,68,52.36,Media,Automatización parcial con alertas SLA,214.06
853,Employee Data Update,HRIS Integration API,Australia,Employee Self-Service Portal,81,52.35,Media,Automatización parcial,256.28
854,Benefits Cancellation Request,Benefits Administration System,Asia,Email,72,52.35,Media,Automatización parcial con alertas SLA,225.5
855,HR System Enhancement Request,HR Case Management Platform,Africa,Employee Self-Service Portal,69,52.35,Media,Automatización parcial,204.93
856,HR Platform Bug Report,Benefits Portal,Asia,Employee Self-Service Portal,75,52.34,Media,Automatización parcial con alertas SLA,223.65
857,Employee Data Update,Benefits Portal,South America,Phone,77,52.33,Media,Automatización parcial con alertas SLA,220.68
858,Benefits Cancellation Request,Benefits Administration System,Europe,Internal Collaboration Tool,72,52.33,Media,Automatización parcial,197.71
859,Benefits Reimbursement Request,Employee Mobile App,Asia,Employee Self-Service Portal,77,52.31,Media,Automatización parcial con alertas SLA,211.13
860,Payroll Support Request,HRIS Integration API,Africa,Phone,62,52.31,Media,Automatización parcial con alertas SLA,194.68
861,HRIS Access Suspension,Benefits Administration System,Asia,Phone,66,52.31,Media,Automatización parcial con alertas SLA,177.01
862,HRIS Access Suspension,Employee Mobile App,Asia,Internal Collaboration Tool,51,52.31,Media,Automatización parcial con alertas SLA,162.59
863,Employee Data Update,Employee Self-Service Portal,Asia,Email,63,52.3,Media,Rediseño del proceso antes de automatizar,180.81
864,HR System Performance Issue,HR Case Management Platform,Australia,Email,73,52.29,Media,Automatización parcial con alertas SLA,223.53
865,HRIS Login Issue,HRIS Integration API,South America,Email,76,52.29,Media,Automatización parcial,213.71
866,HR Platform Bug Report,Benefits Portal,Europe,Phone,63,52.29,Media,Automatización parcial con alertas SLA,185.72
867,Benefits Cancellation Request,Employee Self-Service Portal,Europe,Employee Self-Service Portal,60,52.28,Media,Automatización parcial,191.28
868,HRIS Access Suspension,Benefits Administration System,South America,Phone,64,52.28,Media,Automatización parcial con alertas SLA,185.86
869,HRIS Login Issue,Payroll Payment Gateway,South America,Internal Collaboration Tool,75,52.27,Media,Automatización parcial,223.8
870,HR Platform Bug Report,Payroll System,Africa,HR Chat / Virtual Assistant,67,52.27,Media,Automatización parcial con alertas SLA,210.38
871,Benefits Cancellation Request,Payroll System,Asia,HR Chat / Virtual Assistant,55,52.27,Media,Automatización parcial con alertas SLA,180.84
872,HR Platform Bug Report,Employee Self-Service Portal,Europe,HR Chat / Virtual Assistant,75,52.26,Media,Automatización parcial con alertas SLA,218.55
873,HR System Enhancement Request,HR Case Management Platform,Europe,Phone,70,52.26,Media,Automatización parcial,197.82
874,Benefits Reimbursement Request,HR Case Management Platform,South America,Employee Self-Service Portal,63,52.26,Media,Automatización parcial con alertas SLA,190.51
